mission_id,program_id,mission_category,mission_name
3908,378,실습/연습,나만의 새싹 상상해보고 색칠하기
3909,378,실습/연습,색칠한 새싹 이름 지어주기
3910,378,실습/연습,"색칠한 새싹 옆에 그 새싹이 좋아하는 거, 필요한 거 그리기"
3911,378,실습/연습,비밀 쪽지 만들고 보관할 통 꾸미기
3912,378,실습/연습,숫자 빙고하기
3913,379,실습/연습,오늘의 요리 이해하기
3914,379,실습/연습,피망 손질하기
3915,379,실습/연습,당근 손질하기
3916,379,실습/연습,닭고기 손질하기
3917,379,실습/연습,재료 믹싱하여 오븐그릇에 담기
3918,379,실습/연습,레시피 작성하기
3919,379,실습/연습,정리하기
3920,439,실습/연습,몸풀기 운동
3921,439,실습/연습,눈빛 싸움
3922,439,실습/연습,색종이 색깔로 OX퀴즈 풀기
3923,443,실습/연습,자신의 진로장벽  요인을 파악하고 해결 방안 모색하기
3924,439,실습/연습,문제풀기
3925,443,실습/연습,꿈을 향한 인생 계획서 만들고 발표하기
3926,439,실습/연습,그린 그림 맞추기
3927,439,실습/연습,노래 듣고 제목 맞추기
3928,439,실습/연습,양말 벗어 멀리 차기
3929,439,실습/연습,단어 맞추기
3930,439,실습/연습,글자수 맞춰 단어 말하기
3931,439,실습/연습,풍선 게임 및 마무리 하기
3944,156,실습/연습,인성 및 소통과 배려
3945,156,실습/연습,몸으로 말해요2
3946,156,실습/연습,친구 뒷모습 그리기
3947,156,실습/연습,뒷모습 그림 보고 응원하기
3948,382,실습/연습,난타 기본 박자 배우기
3949,382,실습/연습,박자 연습해보기
3950,382,실습/연습,음악에 맞춰서 연주해보기
3951,382,실습/연습,빠른 박자의 음악에 난타 북 쳐보기
3952,87,실습/연습,염색 시범 보고 수행하기
3953,87,실습/연습,선생님 설명 들으며 빈칸 채우기
3954,87,실습/연습,염색하기
3955,87,실습/연습,염색 후 천 걸어놓고 손 씻고 오기
3957,87,실습/연습,스트레칭 후 나뭇가지 던지기 놀이 배우기
3958,87,실습/연습,나뭇가지 던지기 놀이하기
3959,87,실습/연습,나뭇가지로 글씨 쓰고 칸 만들기
3960,87,실습/연습,수건돌리기 놀이하기
3961,87,실습/연습,종이비행기 만들고 그 위에 편지나 그림그리기
3962,444,실습/연습,과학적 탐구능력으로 문제해결하기
3963,444,실습/연습,이론과학을 실험과학으로 접근하기
3964,445,실습/연습,마이크로 비트를 활용하여 친구들과 함께 즐길수 있는 프로그램 작성하기
3965,445,실습/연습,문제를 분석하여 순서도 작성하기
3970,446,실습/연습,항공이론 설명 및 교구만들기
3971,446,실습/연습,미션비행하기
3972,175,실습/연습,자리에 앉아 스크래치 접속해 수업 들을 준비하기
3973,175,실습/연습,스크래치 활동 계획지 작성하기
3975,175,실습/연습,스크래치 활용해 만들고 싶은 것 만들기
3978,447,실습/연습,인공지능 체험하기(퀵 드로우)
3979,447,실습/연습,인공지능 체험하기(구글 두들)
3980,447,실습/연습,인공지능 체험하기(그림)
3983,250,실습/연습,스포츠 카 만들기
3984,250,실습/연습,자동차 발사장치 만들기
3985,250,실습/연습,만화경 만들기
3986,250,실습/연습,이야기만들기
3987,448,실습/연습,직업멘토링
3990,448,실습/연습,정리하기
3991,145,실습/연습,3교시 전개
3992,145,실습/연습,3교시 정리
3993,104,실습/연습,2교시 정리
3994,117,실습/연습,코딩으로 오솔길 따라 장면1 만들기(1교시)
3995,117,실습/연습,코딩으로 오솔길 따라 장면2 만들기(1교시)
3996,117,실습/연습,코딩으로 눈이 내려요 만들기(1교시)
3997,117,실습/연습,코딩으로 오솔길 따라 장면1 만들기(2교시)
3998,117,실습/연습,코딩으로 오솔길 따라 장면2 만들기(2교시)
3999,117,실습/연습,코딩으로 눈이 내려요 만들기(2교시)
4000,449,실습/연습,거미로봇만들기
4001,449,실습/연습,움직이는 용 만들기
4002,449,실습/연습,구슬미로 만들기
4003,450,실습/연습,배드민턴 익히기
4004,450,실습/연습,스텝박스 프로그램 익하기
4005,117,실습/연습,하트만들기(1교시)
4006,117,실습/연습,object와 배경만들기(1교시)
4007,117,실습/연습,장면1(1교시)
4008,117,실습/연습,장면2(1교시)
4009,117,실습/연습,object와 배경만들기(2교시)
4010,117,실습/연습,장면 1(2교시)
4011,117,실습/연습,장면 2(2교시)
4012,117,실습/연습,하트만들기(2교시)
4018,156,실습/연습,자기소개하기
4021,156,실습/연습,역할 나누어 미술 작업하기
4023,40,실습/연습,코르크에 배양토 넣기
4024,40,실습/연습,코르크에 다육이 심기
4025,40,실습/연습,코르크 꾸밀 모형 만들기
4026,40,실습/연습,코르크에 만든 모형 붙여 꾸미기
4027,40,실습/연습,눈사람 만들어 꾸미기
4049,102,실습/연습,뉴스영상 제작 역할 연습해보기
4050,102,실습/연습,위치 잡아보기
4051,102,실습/연습,역할에 맞는 뉴스영상 만들기1
4052,102,실습/연습,역할에 맞는 뉴스영상 만들기2
4053,102,실습/연습,역할에 맞는 뉴스영상 만들기3
4054,102,실습/연습,역할에 맞는 뉴스영상 만들기4
4056,102,실습/연습,수업 마무리
4060,87,실습/연습,팝업북 형태 만들기
4061,87,실습/연습,내용 구성하기
4062,87,실습/연습,속지 그림 그리기 및 색칠하기
4063,87,실습/연습,색칠 된 속지 풀칠하기
4064,87,실습/연습,책 내용 꾸미기(12/11)
4065,87,실습/연습,표지 붙이기
4066,87,실습/연습,제본하기
4067,3,실습/연습,기념품 나눠주기
4073,102,실습/연습,카메라 조작방법을 알아보고 직접 다뤄보기
4074,102,실습/연습,아나운서와 기자 역할이 되어 직접 뉴스 진행하기
4075,102,실습/연습,스태프가 되어 영상과 음향 조정해보기
4077,175,실습/연습,화분에 그림그리기
4078,175,실습/연습,깃발에 이름 적어 꾸미기
4079,175,실습/연습,알맞은 흙을 넣어 화분 채우기
4080,175,실습/연습,화분에 씨앗 심기
4085,454,실습/연습,강사소개 및 수련활동인증에 관한 동영상 시청하기
4086,454,실습/연습,색깔로 나를 표현하기(자기소개하기)
4089,454,실습/연습,게임놀이
